Frame:	Label:	Points:	Bounding Box ID:	Frame path:
0	egg	(58,243,20,13)	0	data3/boild-egg/0.jpg
0	pan handle	(140,88,20,39)	1	data3/boild-egg/0.jpg
0	bowl	(54,112,43,39)	2	data3/boild-egg/0.jpg
0	saltshaker	(21,161,36,55)	3	data3/boild-egg/0.jpg
0	cutting board	(8,115,51,57)	4	data3/boild-egg/0.jpg
1	egg	(58,243,20,12)	0	data3/boild-egg/1.jpg
1	pan handle	(139,88,20,38)	1	data3/boild-egg/1.jpg
1	bowl	(54,112,43,39)	2	data3/boild-egg/1.jpg
1	saltshaker	(21,160,37,56)	3	data3/boild-egg/1.jpg
1	cutting board	(9,114,51,58)	4	data3/boild-egg/1.jpg
2	egg	(57,242,20,14)	0	data3/boild-egg/2.jpg
2	pan handle	(140,89,20,37)	1	data3/boild-egg/2.jpg
2	bowl	(54,112,43,39)	2	data3/boild-egg/2.jpg
2	saltshaker	(21,160,36,55)	3	data3/boild-egg/2.jpg
2	cutting board	(6,114,51,58)	4	data3/boild-egg/2.jpg
3	egg	(58,242,20,14)	0	data3/boild-egg/3.jpg
3	pan handle	(139,88,20,38)	1	data3/boild-egg/3.jpg
3	bowl	(53,110,46,42)	2	data3/boild-egg/3.jpg
3	saltshaker	(20,161,35,54)	3	data3/boild-egg/3.jpg
3	cutting board	(8,113,51,58)	4	data3/boild-egg/3.jpg
4	egg	(57,242,20,14)	0	data3/boild-egg/4.jpg
4	pan handle	(140,89,19,37)	1	data3/boild-egg/4.jpg
4	bowl	(52,111,45,40)	2	data3/boild-egg/4.jpg
4	saltshaker	(21,160,36,55)	3	data3/boild-egg/4.jpg
4	cutting board	(6,114,52,58)	4	data3/boild-egg/4.jpg
5	egg	(58,242,20,14)	0	data3/boild-egg/5.jpg
5	pan handle	(140,88,19,38)	1	data3/boild-egg/5.jpg
5	bowl	(54,112,43,39)	2	data3/boild-egg/5.jpg
5	saltshaker	(20,161,35,54)	3	data3/boild-egg/5.jpg
5	cutting board	(7,114,51,58)	4	data3/boild-egg/5.jpg
6	egg	(57,242,20,14)	0	data3/boild-egg/6.jpg
6	pan handle	(139,88,20,38)	1	data3/boild-egg/6.jpg
6	bowl	(54,111,45,41)	2	data3/boild-egg/6.jpg
6	saltshaker	(21,160,37,57)	3	data3/boild-egg/6.jpg
