Frame:	Label:	Points:	Bounding Box ID:	Frame path:
0	egg	(64,220,17,17)	0	data3/kinshi-egg/0.jpg
0	oil bottle	(0,155,32,43)	1	data3/kinshi-egg/0.jpg
0	knife	(28,103,30,67)	2	data3/kinshi-egg/0.jpg
0	cutting board	(14,113,48,57)	3	data3/kinshi-egg/0.jpg
0	bowl	(55,111,44,47)	4	data3/kinshi-egg/0.jpg
0	frying pan	(96,90,83,100)	5	data3/kinshi-egg/0.jpg
1	egg	(64,219,17,17)	0	data3/kinshi-egg/1.jpg
1	oil bottle	(0,155,30,41)	1	data3/kinshi-egg/1.jpg
1	knife	(28,103,30,66)	2	data3/kinshi-egg/1.jpg
1	cutting board	(15,112,48,58)	3	data3/kinshi-egg/1.jpg
1	bowl	(54,109,47,50)	4	data3/kinshi-egg/1.jpg
1	frying pan	(97,89,84,101)	5	data3/kinshi-egg/1.jpg
2	egg	(64,220,17,17)	0	data3/kinshi-egg/2.jpg
2	oil bottle	(1,155,31,42)	1	data3/kinshi-egg/2.jpg
2	knife	(28,103,29,67)	2	data3/kinshi-egg/2.jpg
2	cutting board	(14,113,48,57)	3	data3/kinshi-egg/2.jpg
2	bowl	(52,109,47,50)	4	data3/kinshi-egg/2.jpg
2	frying pan	(93,89,84,102)	5	data3/kinshi-egg/2.jpg
3	egg	(64,219,17,17)	0	data3/kinshi-egg/3.jpg
3	oil bottle	(0,155,30,41)	1	data3/kinshi-egg/3.jpg
3	knife	(28,103,30,66)	2	data3/kinshi-egg/3.jpg
3	cutting board	(15,113,48,57)	3	data3/kinshi-egg/3.jpg
3	bowl	(55,111,44,46)	4	data3/kinshi-egg/3.jpg
3	frying pan	(94,88,88,106)	5	data3/kinshi-egg/3.jpg
4	egg	(63,220,17,16)	0	data3/kinshi-egg/4.jpg
4	oil bottle	(0,154,33,44)	1	data3/kinshi-egg/4.jpg
4	knife	(28,103,30,66)	2	data3/kinshi-egg/4.jpg
4	cutting board	(12,111,49,59)	3	data3/kinshi-egg/4.jpg
4	bowl	(55,110,44,48)	4	data3/kinshi-egg/4.jpg
4	frying pan	(95,89,84,101)	5	data3/kinshi-egg/4.jpg
5	egg	(64,220,17,17)	0	data3/kinshi-egg/5.jpg
