Frame	Subject	Relation	Object
0	spoon	in	saltshaker
0	knife	on	cutting_board
1	spoon	in	saltshaker
1	knife	on	cutting_board
2	spoon	in	saltshaker
2	knife	on	cutting_board
3	spoon	in	saltshaker
3	knife	on	cutting_board
4	spoon	in	saltshaker
4	knife	on	cutting_board
5	spoon	in	saltshaker
5	knife	on	cutting_board
6	spoon	in	saltshaker
6	knife	on	cutting_board
7	spoon	in	saltshaker
7	knife	on	cutting_board
8	spoon	in	saltshaker
8	knife	on	cutting_board
9	spoon	in	saltshaker
9	knife	on	cutting_board
10	spoon	in	saltshaker
10	knife	on	cutting_board
11	spoon	in	saltshaker
11	knife	on	cutting_board
12	spoon	in	saltshaker
12	knife	on	cutting_board
13	spoon	in	saltshaker
13	knife	on	cutting_board
14	spoon	in	saltshaker
14	knife	on	cutting_board
15	spoon	in	saltshaker
15	knife	on	cutting_board
16	spoon	in	saltshaker
16	knife	on	cutting_board
17	spoon	in	saltshaker
17	knife	on	cutting_board
18	spoon	in	saltshaker
18	knife	on	cutting_board
19	spoon	in	saltshaker
19	knife	on	cutting_board
20	spoon	in	saltshaker
20	knife	on	cutting_board
21	spoon	in	saltshaker
21	knife	on	cutting_board
22	spoon	in	saltshaker
22	knife	on	cutting_board
23	spoon	in	saltshaker
23	knife	on	cutting_board
24	spoon	in	saltshaker
24	knife	on	cutting_board
25	spoon	in	saltshaker
25	knife	on	cutting_board
26	spoon	in	saltshaker
26	knife	on	cutting_board
27	spoon	in	saltshaker
27	knife	on	cutting_board
28	spoon	in	saltshaker
28	knife	on	cutting_board
29	spoon	in	saltshaker
29	knife	on	cutting_board
30	spoon	in	saltshaker
30	knife	on	cutting_board
31	spoon	in	saltshaker
31	knife	on	cutting_board
32	spoon	in	saltshaker
32	knife	on	cutting_board
33	spoon	in	saltshaker
33	knife	on	cutting_board
34	spoon	in	saltshaker
34	knife	on	cutting_board
35	spoon	in	saltshaker
35	knife	on	cutting_board
36	spoon	in	saltshaker
36	knife	on	cutting_board
37	spoon	in	saltshaker
37	knife	on	cutting_board
38	spoon	in	saltshaker
38	knife	on	cutting_board
39	spoon	in	saltshaker
39	knife	on	cutting_board
40	spoon	in	saltshaker
40	knife	on	cutting_board
41	spoon	in	saltshaker
41	knife	on	cutting_board
42	spoon	in	saltshaker
42	knife	on	cutting_board
43	spoon	in	saltshaker
43	knife	on	cutting_board
44	spoon	in	saltshaker
44	knife	on	cutting_board
45	spoon	in	saltshaker
45	knife	on	cutting_board
46	spoon	in	saltshaker
46	knife	on	cutting_board
47	spoon	in	saltshaker
47	knife	on	cutting_board
48	spoon	in	saltshaker
48	knife	on	cutting_board
49	spoon	in	saltshaker
49	knife	on	cutting_board
50	spoon	in	saltshaker
50	knife	on	cutting_board
51	spoon	in	saltshaker
51	knife	on	cutting_board
52	spoon	in	saltshaker
52	knife	on	cutting_board
53	spoon	in	saltshaker
53	knife	on	cutting_board
54	spoon	in	saltshaker
54	knife	on	cutting_board
55	spoon	in	saltshaker
55	knife	on	cutting_board
56	spoon	in	saltshaker
56	knife	on	cutting_board
57	spoon	in	saltshaker
57	knife	on	cutting_board
58	spoon	in	saltshaker
58	knife	on	cutting_board
59	spoon	in	saltshaker
59	knife	on	cutting_board
60	spoon	in	saltshaker
60	knife	on	cutting_board
61	spoon	in	saltshaker
61	knife	on	cutting_board
62	spoon	in	saltshaker
62	knife	on	cutting_board
63	spoon	in	saltshaker
63	knife	on	cutting_board
64	spoon	in	saltshaker
64	knife	on	cutting_board
65	spoon	in	saltshaker
65	knife	on	cutting_board
66	spoon	in	saltshaker
66	knife	on	cutting_board
67	spoon	in	saltshaker
67	knife	on	cutting_board
68	spoon	in	saltshaker
68	knife	on	cutting_board
69	spoon	in	saltshaker
69	knife	on	cutting_board
70	spoon	in	saltshaker
70	knife	on	cutting_board
71	spoon	in	saltshaker
71	knife	on	cutting_board
72	spoon	in	saltshaker
72	knife	on	cutting_board
73	spoon	in	saltshaker
73	knife	on	cutting_board
74	spoon	in	saltshaker
74	knife	on	cutting_board
75	spoon	in	saltshaker
75	knife	on	cutting_board
76	spoon	in	saltshaker
76	knife	on	cutting_board
77	spoon	in	saltshaker
77	knife	on	cutting_board
78	spoon	in	saltshaker
78	knife	on	cutting_board
79	spoon	in	saltshaker
79	knife	on	cutting_board
80	spoon	in	saltshaker
80	knife	on	cutting_board
81	spoon	in	saltshaker
81	knife	on	cutting_board
82	spoon	in	saltshaker
82	knife	on	cutting_board
83	spoon	in	saltshaker
83	knife	on	cutting_board
84	spoon	in	saltshaker
84	knife	on	cutting_board
85	spoon	in	saltshaker
85	knife	on	cutting_board
86	spoon	in	saltshaker
86	knife	on	cutting_board
87	spoon	in	saltshaker
87	knife	on	cutting_board
88	spoon	in	saltshaker
88	knife	on	cutting_board
89	spoon	in	saltshaker
89	knife	on	cutting_board
90	spoon	in	saltshaker
90	knife	on	cutting_board
91	spoon	in	saltshaker
91	knife	on	cutting_board
92	spoon	in	saltshaker
92	knife	on	cutting_board
93	spoon	in	saltshaker
93	knife	on	cutting_board
94	spoon	in	saltshaker
94	knife	on	cutting_board
95	spoon	in	saltshaker
95	knife	on	cutting_board
96	spoon	in	saltshaker
96	knife	on	cutting_board
97	spoon	in	saltshaker
97	knife	on	cutting_board
98	spoon	in	saltshaker
98	knife	on	cutting_board
99	spoon	in	saltshaker
99	knife	on	cutting_board
100	spoon	in	saltshaker
100	knife	on	cutting_board
101	spoon	in	saltshaker
101	knife	on	cutting_board
102	spoon	in	saltshaker
102	knife	on	cutting_board
103	spoon	in	saltshaker
103	knife	on	cutting_board
104	spoon	in	saltshaker
104	knife	on	cutting_board
105	spoon	in	saltshaker
105	knife	on	cutting_board
106	spoon	in	saltshaker
106	knife	on	cutting_board
107	spoon	in	saltshaker
107	knife	on	cutting_board
108	spoon	in	saltshaker
108	knife	on	cutting_board
109	spoon	in	saltshaker
109	knife	on	cutting_board
110	spoon	in	saltshaker
110	knife	on	cutting_board
111	spoon	in	saltshaker
111	knife	on	cutting_board
112	spoon	in	saltshaker
112	knife	on	cutting_board
113	spoon	in	saltshaker
113	knife	on	cutting_board
114	spoon	in	saltshaker
114	knife	on	cutting_board
115	spoon	in	saltshaker
115	knife	on	cutting_board
116	spoon	in	saltshaker
116	knife	on	cutting_board
117	spoon	in	saltshaker
117	knife	on	cutting_board
118	spoon	in	saltshaker
118	knife	on	cutting_board
119	spoon	in	saltshaker
119	knife	on	cutting_board
120	spoon	in	saltshaker
120	knife	on	cutting_board
121	spoon	in	saltshaker
121	knife	on	cutting_board
122	spoon	in	saltshaker
122	knife	on	cutting_board
123	spoon	in	saltshaker
123	knife	on	cutting_board
124	spoon	in	saltshaker
124	knife	on	cutting_board
125	spoon	in	saltshaker
125	knife	on	cutting_board
126	spoon	in	saltshaker
126	knife	on	cutting_board
127	spoon	in	saltshaker
127	knife	on	cutting_board
128	spoon	in	saltshaker
128	knife	on	cutting_board
129	spoon	in	saltshaker
129	knife	on	cutting_board
130	spoon	in	saltshaker
130	knife	on	cutting_board
130	person	holding	bowl
131	spoon	in	saltshaker
131	knife	on	cutting_board
131	person	holding	bowl
132	spoon	in	saltshaker
132	knife	on	cutting_board
132	person	holding	bowl
132	person	moving	bowl
133	spoon	in	saltshaker
133	knife	on	cutting_board
133	person	holding	bowl
133	person	moving	bowl
134	spoon	in	saltshaker
134	knife	on	cutting_board
134	person	holding	bowl
134	person	moving	bowl
135	spoon	in	saltshaker
135	knife	on	cutting_board
135	person	holding	bowl
135	person	moving	bowl
136	spoon	in	saltshaker
136	knife	on	cutting_board
136	person	holding	bowl
136	person	moving	bowl
137	spoon	in	saltshaker
137	knife	on	cutting_board
137	person	holding	bowl
137	person	moving	bowl
138	spoon	in	saltshaker
138	knife	on	cutting_board
138	person	holding	bowl
138	person	moving	bowl
139	spoon	in	saltshaker
139	knife	on	cutting_board
139	person	holding	bowl
139	person	moving	bowl
140	spoon	in	saltshaker
140	knife	on	cutting_board
140	person	holding	bowl
140	person	moving	bowl
141	spoon	in	saltshaker
141	knife	on	cutting_board
141	person	holding	bowl
141	person	moving	bowl
142	spoon	in	saltshaker
142	knife	on	cutting_board
142	person	holding	bowl
142	person	moving	bowl
143	spoon	in	saltshaker
143	knife	on	cutting_board
143	person	holding	bowl
143	person	moving	bowl
144	spoon	in	saltshaker
144	knife	on	cutting_board
144	person	holding	bowl
144	person	moving	bowl
145	spoon	in	saltshaker
145	knife	on	cutting_board
145	person	holding	bowl
146	spoon	in	saltshaker
146	knife	on	cutting_board
146	person	holding	bowl
147	spoon	in	saltshaker
147	knife	on	cutting_board
148	spoon	in	saltshaker
148	knife	on	cutting_board
149	spoon	in	saltshaker
149	knife	on	cutting_board
150	spoon	in	saltshaker
150	knife	on	cutting_board
151	spoon	in	saltshaker
151	knife	on	cutting_board
152	spoon	in	saltshaker
152	knife	on	cutting_board
153	spoon	in	saltshaker
153	knife	on	cutting_board
154	spoon	in	saltshaker
154	knife	on	cutting_board
155	spoon	in	saltshaker
155	knife	on	cutting_board
156	spoon	in	saltshaker
156	knife	on	cutting_board
157	spoon	in	saltshaker
157	knife	on	cutting_board
158	spoon	in	saltshaker
158	knife	on	cutting_board
159	spoon	in	saltshaker
159	knife	on	cutting_board
160	spoon	in	saltshaker
160	knife	on	cutting_board
161	spoon	in	saltshaker
161	knife	on	cutting_board
162	spoon	in	saltshaker
162	knife	on	cutting_board
163	spoon	in	saltshaker
163	knife	on	cutting_board
164	spoon	in	saltshaker
164	knife	on	cutting_board
165	spoon	in	saltshaker
165	knife	on	cutting_board
166	spoon	in	saltshaker
166	knife	on	cutting_board
167	spoon	in	saltshaker
167	knife	on	cutting_board
168	spoon	in	saltshaker
168	knife	on	cutting_board
169	spoon	in	saltshaker
169	knife	on	cutting_board
169	person	holding	knife
170	spoon	in	saltshaker
170	knife	on	cutting_board
170	person	holding	knife
171	spoon	in	saltshaker
171	knife	on	cutting_board
171	person	holding	knife
172	spoon	in	saltshaker
172	knife	on	cutting_board
172	person	holding	knife
173	spoon	in	saltshaker
173	knife	on	cutting_board
173	person	holding	knife
174	spoon	in	saltshaker
174	knife	on	cutting_board
174	person	holding	knife
175	spoon	in	saltshaker
175	knife	on	cutting_board
175	person	holding	knife
176	spoon	in	saltshaker
176	knife	on	cutting_board
176	person	holding	knife
176	person	moving	knife
177	spoon	in	saltshaker
177	knife	on	cutting_board
177	person	holding	knife
177	person	moving	knife
178	spoon	in	saltshaker
178	knife	on	cutting_board
178	person	holding	knife
178	person	moving	knife
179	spoon	in	saltshaker
179	knife	on	cutting_board
179	person	holding	knife
179	person	moving	knife
180	spoon	in	saltshaker
180	knife	on	cutting_board
180	person	holding	knife
180	person	moving	knife
181	spoon	in	saltshaker
181	knife	on	cutting_board
181	person	holding	knife
181	person	moving	knife
182	spoon	in	saltshaker
182	knife	on	cutting_board
182	person	holding	knife
182	person	moving	knife
183	spoon	in	saltshaker
183	person	holding	knife
183	person	moving	knife
184	spoon	in	saltshaker
184	person	holding	knife
184	person	moving	knife
185	spoon	in	saltshaker
185	person	holding	knife
185	person	moving	knife
186	spoon	in	saltshaker
186	person	holding	knife
186	person	moving	knife
187	spoon	in	saltshaker
187	person	holding	knife
187	person	moving	knife
188	spoon	in	saltshaker
188	person	holding	knife
188	person	moving	knife
189	spoon	in	saltshaker
189	person	holding	knife
189	person	moving	knife
190	spoon	in	saltshaker
190	person	holding	knife
190	person	moving	knife
191	spoon	in	saltshaker
191	person	holding	knife
191	person	moving	knife
192	spoon	in	saltshaker
192	person	holding	knife
192	person	moving	knife
193	spoon	in	saltshaker
193	person	holding	knife
193	person	moving	knife
194	spoon	in	saltshaker
194	person	holding	knife
194	person	moving	knife
195	spoon	in	saltshaker
195	person	holding	knife
195	person	moving	knife
196	spoon	in	saltshaker
196	person	holding	knife
196	person	moving	knife
197	spoon	in	saltshaker
197	person	holding	knife
197	person	moving	knife
198	spoon	in	saltshaker
198	person	holding	knife
198	person	moving	knife
199	spoon	in	saltshaker
199	person	holding	knife
199	person	moving	knife
200	spoon	in	saltshaker
200	person	holding	knife
200	person	moving	knife
201	spoon	in	saltshaker
201	person	holding	knife
201	person	moving	knife
202	spoon	in	saltshaker
202	person	holding	knife
202	person	moving	knife
203	spoon	in	saltshaker
203	person	holding	knife
203	person	moving	knife
204	spoon	in	saltshaker
204	person	holding	knife
204	person	moving	knife
205	spoon	in	saltshaker
205	person	holding	knife
205	person	moving	knife
206	spoon	in	saltshaker
206	person	holding	knife
206	person	moving	knife
207	spoon	in	saltshaker
207	person	holding	ham
207	person	holding	knife
207	person	moving	knife
207	person	moving	ham
208	spoon	in	saltshaker
208	person	holding	ham
208	person	holding	knife
208	person	moving	knife
208	person	moving	ham
209	spoon	in	saltshaker
209	person	holding	ham
209	person	holding	knife
209	person	moving	knife
209	person	moving	ham
210	spoon	in	saltshaker
210	person	holding	ham
210	person	holding	knife
210	person	moving	knife
210	person	moving	ham
211	spoon	in	saltshaker
211	person	holding	ham
211	person	holding	knife
211	person	moving	knife
211	person	moving	ham
212	spoon	in	saltshaker
212	person	holding	ham
212	person	holding	knife
212	person	moving	knife
212	person	moving	ham
213	spoon	in	saltshaker
213	person	holding	ham
213	person	holding	knife
213	person	moving	knife
213	person	moving	ham
214	spoon	in	saltshaker
214	person	holding	ham
214	person	holding	knife
214	person	moving	knife
214	person	moving	ham
215	spoon	in	saltshaker
215	person	holding	ham
215	person	holding	knife
215	person	moving	knife
215	person	moving	ham
216	spoon	in	saltshaker
216	person	holding	ham
216	person	holding	knife
216	person	moving	knife
216	person	moving	ham
217	spoon	in	saltshaker
217	person	holding	ham
217	person	holding	knife
217	person	moving	knife
217	person	moving	ham
218	spoon	in	saltshaker
218	person	holding	ham
218	person	holding	knife
218	person	moving	knife
218	person	moving	ham
219	spoon	in	saltshaker
219	person	holding	ham
219	person	holding	knife
219	person	moving	knife
219	person	moving	ham
220	spoon	in	saltshaker
220	person	holding	ham
220	person	holding	knife
