Frame:	Label:	Points:	Bounding Box ID:	Frame path:
0	knife	(30,105,29,65)	1	data1/ham-egg/0.jpg
0	ham	(62,178,26,26)	2	data1/ham-egg/0.jpg
0	cutting board	(13,118,48,59)	3	data1/ham-egg/0.jpg
0	oil bottle	(0,149,28,46)	4	data1/ham-egg/0.jpg
0	frying pan	(101,87,78,103)	5	data1/ham-egg/0.jpg
0	egg	(62,210,17,19)	6	data1/ham-egg/0.jpg
0	saltshaker	(15,162,39,47)	7	data1/ham-egg/0.jpg
0	spoon	(26,169,20,33)	8	data1/ham-egg/0.jpg
0	glass	(0,189,24,35)	9	data1/ham-egg/0.jpg
0	pan lid	(85,221,126,35)	10	data1/ham-egg/0.jpg
0	bowl	(62,108,41,39)	0	data1/ham-egg/0.jpg
1	bowl	(62,108,41,39)	0	data1/ham-egg/1.jpg
1	knife	(30,105,29,65)	1	data1/ham-egg/1.jpg
1	ham	(62,178,26,26)	2	data1/ham-egg/1.jpg
1	cutting board	(13,118,48,59)	3	data1/ham-egg/1.jpg
1	oil bottle	(0,149,28,46)	4	data1/ham-egg/1.jpg
1	frying pan	(101,87,78,103)	5	data1/ham-egg/1.jpg
1	egg	(62,210,17,19)	6	data1/ham-egg/1.jpg
1	saltshaker	(15,162,39,47)	7	data1/ham-egg/1.jpg
1	spoon	(26,169,20,33)	8	data1/ham-egg/1.jpg
1	glass	(0,189,24,35)	9	data1/ham-egg/1.jpg
1	pan lid	(85,221,126,35)	10	data1/ham-egg/1.jpg
2	bowl	(62,108,41,39)	0	data1/ham-egg/2.jpg
2	knife	(30,105,29,65)	1	data1/ham-egg/2.jpg
2	ham	(62,178,26,26)	2	data1/ham-egg/2.jpg
2	cutting board	(13,118,48,59)	3	data1/ham-egg/2.jpg
2	oil bottle	(0,149,28,46)	4	data1/ham-egg/2.jpg
2	frying pan	(101,87,78,103)	5	data1/ham-egg/2.jpg
2	egg	(62,210,17,19)	6	data1/ham-egg/2.jpg
2	saltshaker	(15,162,39,47)	7	data1/ham-egg/2.jpg
2	spoon	(26,169,20,33)	8	data1/ham-egg/2.jpg
2	glass	(0,189,24,35)	9	data1/ham-egg/2.jpg
2	pan lid	(85,221,126,35)	10	data1/ham-egg/2.jpg
3	bowl	(62,108,41,39)	0	data1/ham-egg/3.jpg
3	knife	(30,105,29,65)	1	data1/ham-egg/3.jpg
3	ham	(62,178,26,26)	2	data1/ham-egg/3.jpg
3	cutting board	(13,118,48,59)	3	data1/ham-egg/3.jpg
3	oil bottle	(0,149,28,46)	4	data1/ham-egg/3.jpg
3	frying pan	(101,87,78,103)	5	data1/ham-egg/3.jpg
3	egg	(62,210,17,19)	6	data1/ham-egg/3.jpg
3	saltshaker	(15,162,39,47)	7	data1/ham-egg/3.jpg
3	spoon	(26,169,20,33)	8	data1/ham-egg/3.jpg
3	glass	(0,189,24,35)	9	data1/ham-egg/3.jpg
3	pan lid	(85,221,126,35)	10	data1/ham-egg/3.jpg
4	bowl	(62,108,41,39)	0	data1/ham-egg/4.jpg
4	knife	(30,105,29,65)	1	data1/ham-egg/4.jpg
4	ham	(62,178,26,26)	2	data1/ham-egg/4.jpg
4	cutting board	(13,118,48,59)	3	data1/ham-egg/4.jpg
4	oil bottle	(0,149,28,46)	4	data1/ham-egg/4.jpg
4	frying pan	(101,87,78,103)	5	data1/ham-egg/4.jpg
4	egg	(62,210,17,19)	6	data1/ham-egg/4.jpg
4	saltshaker	(15,162,39,47)	7	data1/ham-egg/4.jpg
4	spoon	(26,169,20,33)	8	data1/ham-egg/4.jpg
4	glass	(0,189,24,35)	9	data1/ham-egg/4.jpg
4	pan lid	(85,221,126,35)	10	data1/ham-egg/4.jpg
5	bowl	(62,108,41,39)	0	data1/ham-egg/5.jpg
5	knife	(30,105,29,65)	1	data1/ham-egg/5.jpg
5	ham	(62,178,26,26)	2	data1/ham-egg/5.jpg
5	cutting board	(13,118,48,59)	3	data1/ham-egg/5.jpg
5	oil bottle	(0,149,28,46)	4	data1/ham-egg/5.jpg
5	frying pan	(101,87,78,103)	5	data1/ham-egg/5.jpg
5	egg	(62,210,17,19)	6	data1/ham-egg/5.jpg
5	saltshaker	(15,162,39,47)	7	data1/ham-egg/5.jpg
5	spoon	(26,169,20,33)	8	data1/ham-egg/5.jpg
5	glass	(0,189,24,35)	9	data1/ham-egg/5.jpg
5	pan lid	(85,221,126,35)	10	data1/ham-egg/5.jpg
6	bowl	(62,108,41,39)	0	data1/ham-egg/6.jpg
6	knife	(30,105,29,65)	1	data1/ham-egg/6.jpg
6	ham	(62,178,26,26)	2	data1/ham-egg/6.jpg
6	cutting board	(13,118,48,59)	3	data1/ham-egg/6.jpg
6	oil bottle	(0,149,28,46)	4	data1/ham-egg/6.jpg
6	frying pan	(101,87,78,103)	5	data1/ham-egg/6.jpg
6	egg	(62,210,17,19)	6	data1/ham-egg/6.jpg
6	saltshaker	(15,162,39,47)	7	data1/ham-egg/6.jpg
6	spoon	(26,169,20,33)	8	data1/ham-egg/6.jpg
6	glass	(0,189,24,35)	9	data1/ham-egg/6.jpg
6	pan lid	(85,221,126,35)	10	data1/ham-egg/6.jpg
7	bowl	(62,108,41,39)	0	data1/ham-egg/7.jpg
7	knife	(30,105,29,65)	1	data1/ham-egg/7.jpg
7	ham	(62,178,26,26)	2	data1/ham-egg/7.jpg
7	cutting board	(13,118,48,59)	3	data1/ham-egg/7.jpg
7	oil bottle	(0,149,28,46)	4	data1/ham-egg/7.jpg
7	frying pan	(101,87,78,103)	5	data1/ham-egg/7.jpg
7	egg	(62,210,17,19)	6	data1/ham-egg/7.jpg
7	saltshaker	(15,162,39,47)	7	data1/ham-egg/7.jpg
7	spoon	(26,169,20,33)	8	data1/ham-egg/7.jpg
7	glass	(0,189,24,35)	9	data1/ham-egg/7.jpg
7	pan lid	(85,221,126,35)	10	data1/ham-egg/7.jpg
8	bowl	(62,108,41,39)	0	data1/ham-egg/8.jpg
8	knife	(30,105,29,65)	1	data1/ham-egg/8.jpg
8	ham	(62,178,26,26)	2	data1/ham-egg/8.jpg
8	cutting board	(13,118,48,59)	3	data1/ham-egg/8.jpg
8	oil bottle	(0,149,28,46)	4	data1/ham-egg/8.jpg
8	frying pan	(101,87,78,103)	5	data1/ham-egg/8.jpg
8	egg	(62,210,17,19)	6	data1/ham-egg/8.jpg
8	saltshaker	(15,162,39,47)	7	data1/ham-egg/8.jpg
8	spoon	(26,169,20,33)	8	data1/ham-egg/8.jpg
8	glass	(0,189,24,35)	9	data1/ham-egg/8.jpg
8	pan lid	(85,221,126,35)	10	data1/ham-egg/8.jpg
9	bowl	(62,108,41,39)	0	data1/ham-egg/9.jpg
9	knife	(30,105,29,65)	1	data1/ham-egg/9.jpg
9	ham	(62,178,26,26)	2	data1/ham-egg/9.jpg
9	cutting board	(13,118,48,59)	3	data1/ham-egg/9.jpg
9	oil bottle	(0,149,28,46)	4	data1/ham-egg/9.jpg
9	frying pan	(101,87,78,103)	5	data1/ham-egg/9.jpg
9	egg	(62,210,17,19)	6	data1/ham-egg/9.jpg
9	saltshaker	(15,162,39,47)	7	data1/ham-egg/9.jpg
9	spoon	(26,169,20,33)	8	data1/ham-egg/9.jpg
9	glass	(0,189,24,35)	9	data1/ham-egg/9.jpg
9	pan lid	(85,221,126,35)	10	data1/ham-egg/9.jpg
10	bowl	(62,108,41,39)	0	data1/ham-egg/10.jpg
10	knife	(30,105,29,65)	1	data1/ham-egg/10.jpg
10	ham	(62,178,26,26)	2	data1/ham-egg/10.jpg
10	cutting board	(13,118,48,59)	3	data1/ham-egg/10.jpg
10	oil bottle	(0,149,28,46)	4	data1/ham-egg/10.jpg
10	frying pan	(101,87,78,103)	5	data1/ham-egg/10.jpg
10	egg	(62,210,17,19)	6	data1/ham-egg/10.jpg
10	saltshaker	(15,162,39,47)	7	data1/ham-egg/10.jpg
10	spoon	(26,169,20,33)	8	data1/ham-egg/10.jpg
10	glass	(0,189,24,35)	9	data1/ham-egg/10.jpg
10	pan lid	(85,221,126,35)	10	data1/ham-egg/10.jpg
11	bowl	(62,108,41,39)	0	data1/ham-egg/11.jpg
11	knife	(30,105,29,65)	1	data1/ham-egg/11.jpg
11	ham	(62,178,26,26)	2	data1/ham-egg/11.jpg
11	cutting board	(13,118,48,59)	3	data1/ham-egg/11.jpg
11	oil bottle	(0,149,28,46)	4	data1/ham-egg/11.jpg
11	frying pan	(101,87,78,103)	5	data1/ham-egg/11.jpg
11	egg	(62,210,17,19)	6	data1/ham-egg/11.jpg
11	saltshaker	(15,162,39,47)	7	data1/ham-egg/11.jpg
11	spoon	(26,169,20,33)	8	data1/ham-egg/11.jpg
11	glass	(0,189,24,35)	9	data1/ham-egg/11.jpg
11	pan lid	(85,221,126,35)	10	data1/ham-egg/11.jpg
12	bowl	(62,108,41,39)	0	data1/ham-egg/12.jpg
12	knife	(30,105,29,65)	1	data1/ham-egg/12.jpg
12	ham	(62,178,26,26)	2	data1/ham-egg/12.jpg
12	cutting board	(13,118,48,59)	3	data1/ham-egg/12.jpg
12	oil bottle	(0,149,28,46)	4	data1/ham-egg/12.jpg
12	frying pan	(101,87,78,103)	5	data1/ham-egg/12.jpg
12	egg	(62,210,17,19)	6	data1/ham-egg/12.jpg
12	saltshaker	(15,162,39,47)	7	data1/ham-egg/12.jpg
12	spoon	(26,169,20,33)	8	data1/ham-egg/12.jpg
12	glass	(0,189,24,35)	9	data1/ham-egg/12.jpg
12	pan lid	(85,221,126,35)	10	data1/ham-egg/12.jpg
13	bowl	(62,108,41,39)	0	data1/ham-egg/13.jpg
13	knife	(30,105,29,65)	1	data1/ham-egg/13.jpg
13	ham	(62,178,26,26)	2	data1/ham-egg/13.jpg
13	cutting board	(13,118,48,59)	3	data1/ham-egg/13.jpg
13	oil bottle	(0,149,28,46)	4	data1/ham-egg/13.jpg
13	frying pan	(101,87,78,103)	5	data1/ham-egg/13.jpg
13	egg	(62,210,17,19)	6	data1/ham-egg/13.jpg
13	saltshaker	(15,162,39,47)	7	data1/ham-egg/13.jpg
13	spoon	(26,169,20,33)	8	data1/ham-egg/13.jpg
13	glass	(0,189,24,35)	9	data1/ham-egg/13.jpg
13	pan lid	(85,221,126,35)	10	data1/ham-egg/13.jpg
14	bowl	(62,108,41,39)	0	data1/ham-egg/14.jpg
14	knife	(30,105,29,65)	1	data1/ham-egg/14.jpg
14	ham	(62,178,26,26)	2	data1/ham-egg/14.jpg
14	cutting board	(13,118,48,59)	3	data1/ham-egg/14.jpg
14	oil bottle	(0,149,28,46)	4	data1/ham-egg/14.jpg
14	frying pan	(101,87,78,103)	5	data1/ham-egg/14.jpg
14	egg	(62,210,17,19)	6	data1/ham-egg/14.jpg
14	saltshaker	(15,162,39,47)	7	data1/ham-egg/14.jpg
14	spoon	(26,169,20,33)	8	data1/ham-egg/14.jpg
14	glass	(0,189,24,35)	9	data1/ham-egg/14.jpg
14	pan lid	(85,221,126,35)	10	data1/ham-egg/14.jpg
15	bowl	(62,108,41,39)	0	data1/ham-egg/15.jpg
15	knife	(30,105,29,65)	1	data1/ham-egg/15.jpg
15	ham	(62,178,26,26)	2	data1/ham-egg/15.jpg
15	cutting board	(13,118,48,59)	3	data1/ham-egg/15.jpg
15	oil bottle	(0,149,28,46)	4	data1/ham-egg/15.jpg
15	frying pan	(101,87,78,103)	5	data1/ham-egg/15.jpg
15	egg	(62,210,17,19)	6	data1/ham-egg/15.jpg
15	saltshaker	(15,162,39,47)	7	data1/ham-egg/15.jpg
15	spoon	(26,169,20,33)	8	data1/ham-egg/15.jpg
15	glass	(0,189,24,35)	9	data1/ham-egg/15.jpg
15	pan lid	(85,221,126,35)	10	data1/ham-egg/15.jpg
16	bowl	(62,108,41,39)	0	data1/ham-egg/16.jpg
16	knife	(30,105,29,65)	1	data1/ham-egg/16.jpg
16	ham	(62,178,26,26)	2	data1/ham-egg/16.jpg
16	cutting board	(13,118,48,59)	3	data1/ham-egg/16.jpg
16	oil bottle	(0,149,28,46)	4	data1/ham-egg/16.jpg
16	frying pan	(101,87,78,103)	5	data1/ham-egg/16.jpg
16	egg	(62,210,17,19)	6	data1/ham-egg/16.jpg
16	saltshaker	(15,162,39,47)	7	data1/ham-egg/16.jpg
16	spoon	(26,169,20,33)	8	data1/ham-egg/16.jpg
16	glass	(0,189,24,35)	9	data1/ham-egg/16.jpg
16	pan lid	(85,221,126,35)	10	data1/ham-egg/16.jpg
17	bowl	(62,108,41,39)	0	data1/ham-egg/17.jpg
17	knife	(30,105,29,65)	1	data1/ham-egg/17.jpg
17	ham	(62,178,26,26)	2	data1/ham-egg/17.jpg
17	cutting board	(13,118,48,59)	3	data1/ham-egg/17.jpg
17	oil bottle	(0,149,28,46)	4	data1/ham-egg/17.jpg
17	frying pan	(101,87,78,103)	5	data1/ham-egg/17.jpg
17	egg	(62,210,17,19)	6	data1/ham-egg/17.jpg
17	saltshaker	(15,162,39,47)	7	data1/ham-egg/17.jpg
17	spoon	(26,169,20,33)	8	data1/ham-egg/17.jpg
17	glass	(0,189,24,35)	9	data1/ham-egg/17.jpg
17	pan lid	(85,221,126,35)	10	data1/ham-egg/17.jpg
18	bowl	(62,108,41,39)	0	data1/ham-egg/18.jpg
18	knife	(30,105,29,65)	1	data1/ham-egg/18.jpg
18	ham	(62,178,26,26)	2	data1/ham-egg/18.jpg
18	cutting board	(13,118,48,59)	3	data1/ham-egg/18.jpg
18	oil bottle	(0,149,28,46)	4	data1/ham-egg/18.jpg
18	frying pan	(101,87,78,103)	5	data1/ham-egg/18.jpg
18	egg	(62,210,17,19)	6	data1/ham-egg/18.jpg
18	saltshaker	(15,162,39,47)	7	data1/ham-egg/18.jpg
18	spoon	(26,169,20,33)	8	data1/ham-egg/18.jpg
18	glass	(0,189,24,35)	9	data1/ham-egg/18.jpg
18	pan lid	(85,221,126,35)	10	data1/ham-egg/18.jpg
19	bowl	(62,108,41,39)	0	data1/ham-egg/19.jpg
19	knife	(30,105,29,65)	1	data1/ham-egg/19.jpg
19	ham	(62,178,26,26)	2	data1/ham-egg/19.jpg
19	cutting board	(13,118,48,59)	3	data1/ham-egg/19.jpg
19	oil bottle	(0,149,28,46)	4	data1/ham-egg/19.jpg
