Frame	Subject	Relation	Object
0	cutting_board	on	table
0	bowl	on	table
0	shell_egg	on	table
0	pan	on	stove
0	knife	on	cutting_board
1	cutting_board	on	table
1	bowl	on	table
1	shell_egg	on	table
1	pan	on	stove
1	knife	on	cutting_board
2	cutting_board	on	table
2	bowl	on	table
2	shell_egg	on	table
2	pan	on	stove
2	knife	on	cutting_board
3	cutting_board	on	table
3	bowl	on	table
3	shell_egg	on	table
3	pan	on	stove
3	knife	on	cutting_board
4	cutting_board	on	table
4	bowl	on	table
4	shell_egg	on	table
4	pan	on	stove
4	knife	on	cutting_board
5	cutting_board	on	table
5	bowl	on	table
5	shell_egg	on	table
5	pan	on	stove
5	knife	on	cutting_board
6	cutting_board	on	table
6	bowl	on	table
6	shell_egg	on	table
6	pan	on	stove
6	knife	on	cutting_board
7	cutting_board	on	table
7	bowl	on	table
7	shell_egg	on	table
7	pan	on	stove
7	knife	on	cutting_board
8	cutting_board	on	table
8	bowl	on	table
8	shell_egg	on	table
8	pan	on	stove
8	knife	on	cutting_board
9	cutting_board	on	table
9	bowl	on	table
9	shell_egg	on	table
9	pan	on	stove
9	knife	on	cutting_board
10	cutting_board	on	table
10	bowl	on	table
10	shell_egg	on	table
10	pan	on	stove
10	knife	on	cutting_board
11	cutting_board	on	table
11	bowl	on	table
11	shell_egg	on	table
11	pan	on	stove
11	knife	on	cutting_board
12	cutting_board	on	table
12	bowl	on	table
12	shell_egg	on	table
12	pan	on	stove
12	knife	on	cutting_board
13	cutting_board	on	table
13	bowl	on	table
13	shell_egg	on	table
13	pan	on	stove
13	knife	on	cutting_board
14	cutting_board	on	table
14	bowl	on	table
14	shell_egg	on	table
14	pan	on	stove
14	knife	on	cutting_board
15	cutting_board	on	table
15	bowl	on	table
15	shell_egg	on	table
15	pan	on	stove
15	knife	on	cutting_board
16	cutting_board	on	table
16	bowl	on	table
16	shell_egg	on	table
16	pan	on	stove
16	knife	on	cutting_board
17	cutting_board	on	table
17	bowl	on	table
17	shell_egg	on	table
17	pan	on	stove
17	knife	on	cutting_board
18	cutting_board	on	table
18	bowl	on	table
18	shell_egg	on	table
18	pan	on	stove
18	knife	on	cutting_board
19	cutting_board	on	table
19	bowl	on	table
19	shell_egg	on	table
19	pan	on	stove
19	knife	on	cutting_board
20	cutting_board	on	table
20	bowl	on	table
20	shell_egg	on	table
20	pan	on	stove
20	knife	on	cutting_board
21	cutting_board	on	table
21	bowl	on	table
21	shell_egg	on	table
21	pan	on	stove
21	knife	on	cutting_board
22	cutting_board	on	table
22	bowl	on	table
22	shell_egg	on	table
22	pan	on	stove
22	knife	on	cutting_board
23	cutting_board	on	table
23	bowl	on	table
23	shell_egg	on	table
23	pan	on	stove
23	knife	on	cutting_board
24	cutting_board	on	table
24	bowl	on	table
24	shell_egg	on	table
24	pan	on	stove
24	knife	on	cutting_board
25	cutting_board	on	table
25	bowl	on	table
25	shell_egg	on	table
25	pan	on	stove
25	knife	on	cutting_board
26	cutting_board	on	table
26	bowl	on	table
26	shell_egg	on	table
26	pan	on	stove
26	knife	on	cutting_board
27	cutting_board	on	table
27	bowl	on	table
27	shell_egg	on	table
27	pan	on	stove
27	knife	on	cutting_board
28	cutting_board	on	table
28	bowl	on	table
28	shell_egg	on	table
28	pan	on	stove
28	knife	on	cutting_board
29	cutting_board	on	table
29	bowl	on	table
29	shell_egg	on	table
29	pan	on	stove
29	knife	on	cutting_board
