Frame	Subject	Relation	Object
0	knife	on	cutting_board
0	spoon	in	saltshaker
1	knife	on	cutting_board
1	spoon	in	saltshaker
2	knife	on	cutting_board
2	spoon	in	saltshaker
3	knife	on	cutting_board
3	spoon	in	saltshaker
4	knife	on	cutting_board
4	spoon	in	saltshaker
5	knife	on	cutting_board
5	spoon	in	saltshaker
6	knife	on	cutting_board
6	spoon	in	saltshaker
7	knife	on	cutting_board
7	spoon	in	saltshaker
8	knife	on	cutting_board
8	spoon	in	saltshaker
9	knife	on	cutting_board
9	spoon	in	saltshaker
10	knife	on	cutting_board
10	spoon	in	saltshaker
11	knife	on	cutting_board
11	spoon	in	saltshaker
12	knife	on	cutting_board
12	spoon	in	saltshaker
13	knife	on	cutting_board
13	spoon	in	saltshaker
14	knife	on	cutting_board
14	spoon	in	saltshaker
15	knife	on	cutting_board
15	spoon	in	saltshaker
16	knife	on	cutting_board
16	spoon	in	saltshaker
17	knife	on	cutting_board
17	spoon	in	saltshaker
18	knife	on	cutting_board
18	spoon	in	saltshaker
19	knife	on	cutting_board
19	spoon	in	saltshaker
20	knife	on	cutting_board
20	spoon	in	saltshaker
21	knife	on	cutting_board
21	spoon	in	saltshaker
22	knife	on	cutting_board
22	spoon	in	saltshaker
23	knife	on	cutting_board
23	spoon	in	saltshaker
24	knife	on	cutting_board
24	spoon	in	saltshaker
25	knife	on	cutting_board
25	spoon	in	saltshaker
26	knife	on	cutting_board
26	spoon	in	saltshaker
27	knife	on	cutting_board
27	spoon	in	saltshaker
28	knife	on	cutting_board
28	spoon	in	saltshaker
29	knife	on	cutting_board
29	spoon	in	saltshaker
30	knife	on	cutting_board
30	spoon	in	saltshaker
31	knife	on	cutting_board
31	spoon	in	saltshaker
32	knife	on	cutting_board
32	spoon	in	saltshaker
33	knife	on	cutting_board
33	spoon	in	saltshaker
34	knife	on	cutting_board
34	spoon	in	saltshaker
35	knife	on	cutting_board
35	spoon	in	saltshaker
36	knife	on	cutting_board
36	spoon	in	saltshaker
37	knife	on	cutting_board
37	spoon	in	saltshaker
38	knife	on	cutting_board
38	spoon	in	saltshaker
39	knife	on	cutting_board
39	spoon	in	saltshaker
40	knife	on	cutting_board
40	spoon	in	saltshaker
41	knife	on	cutting_board
41	spoon	in	saltshaker
42	knife	on	cutting_board
42	spoon	in	saltshaker
43	knife	on	cutting_board
43	spoon	in	saltshaker
44	knife	on	cutting_board
44	spoon	in	saltshaker
45	knife	on	cutting_board
45	spoon	in	saltshaker
46	knife	on	cutting_board
46	spoon	in	saltshaker
47	knife	on	cutting_board
47	spoon	in	saltshaker
48	knife	on	cutting_board
48	spoon	in	saltshaker
49	knife	on	cutting_board
49	spoon	in	saltshaker
50	knife	on	cutting_board
50	spoon	in	saltshaker
51	knife	on	cutting_board
51	spoon	in	saltshaker
52	knife	on	cutting_board
52	spoon	in	saltshaker
53	knife	on	cutting_board
53	spoon	in	saltshaker
54	knife	on	cutting_board
54	spoon	in	saltshaker
55	knife	on	cutting_board
55	spoon	in	saltshaker
56	knife	on	cutting_board
56	spoon	in	saltshaker
57	knife	on	cutting_board
57	spoon	in	saltshaker
58	knife	on	cutting_board
58	spoon	in	saltshaker
59	knife	on	cutting_board
59	spoon	in	saltshaker
60	knife	on	cutting_board
60	spoon	in	saltshaker
61	knife	on	cutting_board
61	spoon	in	saltshaker
62	knife	on	cutting_board
62	spoon	in	saltshaker
63	knife	on	cutting_board
63	spoon	in	saltshaker
64	knife	on	cutting_board
64	spoon	in	saltshaker
65	knife	on	cutting_board
65	spoon	in	saltshaker
66	knife	on	cutting_board
66	spoon	in	saltshaker
67	knife	on	cutting_board
67	spoon	in	saltshaker
68	knife	on	cutting_board
68	spoon	in	saltshaker
69	knife	on	cutting_board
69	spoon	in	saltshaker
70	knife	on	cutting_board
70	spoon	in	saltshaker
71	knife	on	cutting_board
71	spoon	in	saltshaker
72	knife	on	cutting_board
72	spoon	in	saltshaker
73	knife	on	cutting_board
73	spoon	in	saltshaker
74	knife	on	cutting_board
74	spoon	in	saltshaker
75	knife	on	cutting_board
75	spoon	in	saltshaker
76	knife	on	cutting_board
76	spoon	in	saltshaker
77	knife	on	cutting_board
77	spoon	in	saltshaker
78	knife	on	cutting_board
78	spoon	in	saltshaker
79	knife	on	cutting_board
79	spoon	in	saltshaker
80	knife	on	cutting_board
80	spoon	in	saltshaker
81	knife	on	cutting_board
81	spoon	in	saltshaker
82	knife	on	cutting_board
82	spoon	in	saltshaker
83	knife	on	cutting_board
83	spoon	in	saltshaker
84	knife	on	cutting_board
84	spoon	in	saltshaker
85	knife	on	cutting_board
85	spoon	in	saltshaker
86	knife	on	cutting_board
86	spoon	in	saltshaker
87	knife	on	cutting_board
87	spoon	in	saltshaker
88	knife	on	cutting_board
88	spoon	in	saltshaker
89	knife	on	cutting_board
89	spoon	in	saltshaker
90	knife	on	cutting_board
90	spoon	in	saltshaker
91	knife	on	cutting_board
91	spoon	in	saltshaker
92	knife	on	cutting_board
92	spoon	in	saltshaker
93	knife	on	cutting_board
93	spoon	in	saltshaker
94	knife	on	cutting_board
94	spoon	in	saltshaker
95	knife	on	cutting_board
95	spoon	in	saltshaker
96	knife	on	cutting_board
96	spoon	in	saltshaker
97	knife	on	cutting_board
97	spoon	in	saltshaker
98	knife	on	cutting_board
98	spoon	in	saltshaker
99	knife	on	cutting_board
99	spoon	in	saltshaker
100	knife	on	cutting_board
100	spoon	in	saltshaker
101	knife	on	cutting_board
101	spoon	in	saltshaker
102	knife	on	cutting_board
102	spoon	in	saltshaker
103	knife	on	cutting_board
103	spoon	in	saltshaker
104	knife	on	cutting_board
104	spoon	in	saltshaker
105	knife	on	cutting_board
105	spoon	in	saltshaker
106	knife	on	cutting_board
106	spoon	in	saltshaker
107	knife	on	cutting_board
107	spoon	in	saltshaker
108	knife	on	cutting_board
108	spoon	in	saltshaker
109	knife	on	cutting_board
109	spoon	in	saltshaker
110	knife	on	cutting_board
110	spoon	in	saltshaker
111	knife	on	cutting_board
111	spoon	in	saltshaker
112	knife	on	cutting_board
112	spoon	in	saltshaker
113	knife	on	cutting_board
113	spoon	in	saltshaker
114	knife	on	cutting_board
114	spoon	in	saltshaker
115	knife	on	cutting_board
115	spoon	in	saltshaker
116	knife	on	cutting_board
116	spoon	in	saltshaker
117	knife	on	cutting_board
117	spoon	in	saltshaker
118	knife	on	cutting_board
118	spoon	in	saltshaker
119	knife	on	cutting_board
119	spoon	in	saltshaker
120	knife	on	cutting_board
120	spoon	in	saltshaker
121	knife	on	cutting_board
