Frame:	Label:	Points:	Bounding Box ID:	Frame path:
0	egg	(48,216,17,16)	0	data4/omelette/0.jpg
0	egg	(45,233,18,16)	1	data4/omelette/0.jpg
0	bowl	(57,123,45,42)	2	data4/omelette/0.jpg
0	saltshaker	(13,164,41,48)	3	data4/omelette/0.jpg
0	frying pan	(100,90,80,101)	4	data4/omelette/0.jpg
0	oil bottle	(1,160,21,40)	5	data4/omelette/0.jpg
0	milk carton	(0,217,17,33)	6	data4/omelette/0.jpg
0	spoon	(24,172,21,36)	7	data4/omelette/0.jpg
1	egg	(47,216,17,16)	0	data4/omelette/1.jpg
1	egg	(45,232,18,16)	1	data4/omelette/1.jpg
1	bowl	(57,122,45,42)	2	data4/omelette/1.jpg
1	saltshaker	(14,164,41,48)	3	data4/omelette/1.jpg
1	frying pan	(99,89,80,101)	4	data4/omelette/1.jpg
1	oil bottle	(1,160,21,39)	5	data4/omelette/1.jpg
1	milk carton	(0,217,17,32)	6	data4/omelette/1.jpg
1	spoon	(23,171,21,37)	7	data4/omelette/1.jpg
2	egg	(48,216,16,15)	0	data4/omelette/2.jpg
2	egg	(44,233,18,15)	1	data4/omelette/2.jpg
2	bowl	(57,123,45,42)	2	data4/omelette/2.jpg
2	saltshaker	(12,164,40,47)	3	data4/omelette/2.jpg
2	frying pan	(100,90,79,100)	4	data4/omelette/2.jpg
2	oil bottle	(1,160,20,39)	5	data4/omelette/2.jpg
2	milk carton	(0,217,16,32)	6	data4/omelette/2.jpg
2	spoon	(24,172,21,36)	7	data4/omelette/2.jpg
3	egg	(48,215,16,16)	0	data4/omelette/3.jpg
3	egg	(45,233,18,15)	1	data4/omelette/3.jpg
3	bowl	(57,123,45,42)	2	data4/omelette/3.jpg
3	saltshaker	(14,165,39,46)	3	data4/omelette/3.jpg
3	frying pan	(99,90,80,101)	4	data4/omelette/3.jpg
3	oil bottle	(1,160,20,39)	5	data4/omelette/3.jpg
3	milk carton	(0,217,16,32)	6	data4/omelette/3.jpg
3	spoon	(23,171,21,37)	7	data4/omelette/3.jpg
4	egg	(47,215,18,17)	0	data4/omelette/4.jpg
4	egg	(44,233,18,16)	1	data4/omelette/4.jpg
4	bowl	(56,121,48,45)	2	data4/omelette/4.jpg
4	saltshaker	(13,164,41,48)	3	data4/omelette/4.jpg
4	frying pan	(101,89,81,102)	4	data4/omelette/4.jpg
4	oil bottle	(1,160,20,39)	5	data4/omelette/4.jpg
4	milk carton	(0,217,16,33)	6	data4/omelette/4.jpg
4	spoon	(24,172,21,36)	7	data4/omelette/4.jpg
5	egg	(47,216,17,15)	0	data4/omelette/5.jpg
5	egg	(45,232,18,17)	1	data4/omelette/5.jpg
5	bowl	(57,122,45,42)	2	data4/omelette/5.jpg
5	saltshaker	(13,164,41,48)	3	data4/omelette/5.jpg
5	frying pan	(99,89,79,101)	4	data4/omelette/5.jpg
5	oil bottle	(1,160,20,39)	5	data4/omelette/5.jpg
5	milk carton	(0,216,17,34)	6	data4/omelette/5.jpg
5	spoon	(23,171,21,37)	7	data4/omelette/5.jpg
6	egg	(48,216,17,15)	0	data4/omelette/6.jpg
6	egg	(44,232,18,16)	1	data4/omelette/6.jpg
6	bowl	(57,124,42,39)	2	data4/omelette/6.jpg
6	saltshaker	(13,164,41,47)	3	data4/omelette/6.jpg
6	frying pan	(100,90,79,100)	4	data4/omelette/6.jpg
6	oil bottle	(0,160,21,39)	5	data4/omelette/6.jpg
6	milk carton	(0,217,17,33)	6	data4/omelette/6.jpg
6	spoon	(24,172,21,36)	7	data4/omelette/6.jpg
7	egg	(48,216,16,15)	0	data4/omelette/7.jpg
7	egg	(45,232,18,17)	1	data4/omelette/7.jpg
7	bowl	(56,123,45,42)	2	data4/omelette/7.jpg
7	saltshaker	(12,164,40,47)	3	data4/omelette/7.jpg
7	frying pan	(100,90,79,100)	4	data4/omelette/7.jpg
7	oil bottle	(1,159,21,41)	5	data4/omelette/7.jpg
7	milk carton	(0,216,17,33)	6	data4/omelette/7.jpg
7	spoon	(24,172,21,36)	7	data4/omelette/7.jpg
8	egg	(48,216,16,15)	0	data4/omelette/8.jpg
8	egg	(44,233,18,16)	1	data4/omelette/8.jpg
8	bowl	(56,123,45,42)	2	data4/omelette/8.jpg
8	saltshaker	(12,164,41,48)	3	data4/omelette/8.jpg
8	frying pan	(100,90,79,100)	4	data4/omelette/8.jpg
8	oil bottle	(0,160,21,39)	5	data4/omelette/8.jpg
8	milk carton	(0,216,17,34)	6	data4/omelette/8.jpg
8	spoon	(23,171,21,37)	7	data4/omelette/8.jpg
9	egg	(48,216,16,15)	0	data4/omelette/9.jpg
9	egg	(45,233,17,15)	1	data4/omelette/9.jpg
9	bowl	(56,121,48,45)	2	data4/omelette/9.jpg
9	saltshaker	(13,163,42,49)	3	data4/omelette/9.jpg
9	frying pan	(100,90,79,100)	4	data4/omelette/9.jpg
9	oil bottle	(1,160,21,39)	5	data4/omelette/9.jpg
9	milk carton	(0,216,16,33)	6	data4/omelette/9.jpg
9	spoon	(24,172,21,36)	7	data4/omelette/9.jpg
10	egg	(48,216,16,15)	0	data4/omelette/10.jpg
10	egg	(45,233,17,15)	1	data4/omelette/10.jpg
10	bowl	(57,123,45,42)	2	data4/omelette/10.jpg
10	saltshaker	(13,163,41,49)	3	data4/omelette/10.jpg
10	frying pan	(100,90,79,100)	4	data4/omelette/10.jpg
10	oil bottle	(0,158,22,42)	5	data4/omelette/10.jpg
10	milk carton	(0,216,17,33)	6	data4/omelette/10.jpg
10	spoon	(23,172,21,36)	7	data4/omelette/10.jpg
11	egg	(47,216,17,16)	0	data4/omelette/11.jpg
11	egg	(45,233,17,15)	1	data4/omelette/11.jpg
