Frame	Subject	Relation	Object
0	cutting_board	on	table
0	bowl	on	table
0	shell_egg	on	table
0	saltshaker	on	table
0	ham	on	table
0	oil_bottle	on	table
0	frying_pan	on	stove
0	knife	on	cutting board
1	cutting_board	on	table
1	bowl	on	table
1	shell_egg	on	table
1	saltshaker	on	table
1	ham	on	table
1	oil_bottle	on	table
1	frying_pan	on	stove
1	knife	on	cutting board
2	cutting_board	on	table
2	bowl	on	table
2	shell_egg	on	table
2	saltshaker	on	table
2	ham	on	table
2	oil_bottle	on	table
2	frying_pan	on	stove
2	knife	on	cutting board
3	cutting_board	on	table
3	bowl	on	table
3	shell_egg	on	table
3	saltshaker	on	table
3	ham	on	table
3	oil_bottle	on	table
3	frying_pan	on	stove
3	knife	on	cutting board
4	cutting_board	on	table
4	bowl	on	table
4	shell_egg	on	table
4	saltshaker	on	table
4	ham	on	table
4	oil_bottle	on	table
4	frying_pan	on	stove
4	knife	on	cutting board
5	cutting_board	on	table
5	bowl	on	table
5	shell_egg	on	table
5	saltshaker	on	table
5	ham	on	table
5	oil_bottle	on	table
5	frying_pan	on	stove
5	knife	on	cutting board
6	cutting_board	on	table
6	bowl	on	table
6	shell_egg	on	table
6	saltshaker	on	table
6	ham	on	table
6	oil_bottle	on	table
6	frying_pan	on	stove
6	knife	on	cutting board
7	cutting_board	on	table
7	bowl	on	table
7	shell_egg	on	table
7	saltshaker	on	table
7	ham	on	table
7	oil_bottle	on	table
7	frying_pan	on	stove
7	knife	on	cutting board
8	cutting_board	on	table
8	bowl	on	table
8	shell_egg	on	table
8	saltshaker	on	table
8	ham	on	table
8	oil_bottle	on	table
8	frying_pan	on	stove
8	knife	on	cutting board
9	cutting_board	on	table
9	bowl	on	table
9	shell_egg	on	table
9	saltshaker	on	table
9	ham	on	table
9	oil_bottle	on	table
9	frying_pan	on	stove
9	knife	on	cutting board
10	cutting_board	on	table
10	bowl	on	table
10	shell_egg	on	table
10	saltshaker	on	table
10	ham	on	table
10	oil_bottle	on	table
10	frying_pan	on	stove
10	knife	on	cutting board
11	cutting_board	on	table
11	bowl	on	table
11	shell_egg	on	table
11	saltshaker	on	table
11	ham	on	table
11	oil_bottle	on	table
11	frying_pan	on	stove
11	knife	on	cutting board
12	cutting_board	on	table
12	bowl	on	table
12	shell_egg	on	table
12	saltshaker	on	table
12	ham	on	table
12	oil_bottle	on	table
12	frying_pan	on	stove
12	knife	on	cutting board
13	cutting_board	on	table
13	bowl	on	table
13	shell_egg	on	table
13	saltshaker	on	table
13	ham	on	table
13	oil_bottle	on	table
13	frying_pan	on	stove
13	knife	on	cutting board
14	cutting_board	on	table
14	bowl	on	table
14	shell_egg	on	table
14	saltshaker	on	table
14	ham	on	table
14	oil_bottle	on	table
14	frying_pan	on	stove
14	knife	on	cutting board
15	cutting_board	on	table
15	bowl	on	table
15	shell_egg	on	table
15	saltshaker	on	table
15	ham	on	table
15	oil_bottle	on	table
15	frying_pan	on	stove
15	knife	on	cutting board
16	cutting_board	on	table
16	bowl	on	table
16	shell_egg	on	table
16	saltshaker	on	table
16	ham	on	table
16	oil_bottle	on	table
16	frying_pan	on	stove
16	knife	on	cutting board
17	cutting_board	on	table
17	bowl	on	table
17	shell_egg	on	table
17	saltshaker	on	table
17	ham	on	table
17	oil_bottle	on	table
17	frying_pan	on	stove
17	knife	on	cutting board
18	cutting_board	on	table
18	bowl	on	table
18	shell_egg	on	table
18	saltshaker	on	table
