Frame:	Label:	Points:	Bounding Box ID:	Frame path:
0	egg	(78,226,17,19)	0	data2/kinshi-egg/0.jpg
0	bowl	(61,110,43,40)	1	data2/kinshi-egg/0.jpg
0	frying pan	(100,90,80,99)	2	data2/kinshi-egg/0.jpg
0	knife	(39,103,23,67)	3	data2/kinshi-egg/0.jpg
0	cutting board	(17,116,51,55)	4	data2/kinshi-egg/0.jpg
0	oil bottle	(1,147,29,48)	5	data2/kinshi-egg/0.jpg
1	egg	(78,226,16,18)	0	data2/kinshi-egg/1.jpg
1	bowl	(60,110,43,40)	1	data2/kinshi-egg/1.jpg
1	frying pan	(99,89,80,99)	2	data2/kinshi-egg/1.jpg
1	knife	(38,102,23,67)	3	data2/kinshi-egg/1.jpg
1	cutting board	(18,116,51,55)	4	data2/kinshi-egg/1.jpg
1	oil bottle	(0,146,29,48)	5	data2/kinshi-egg/1.jpg
2	egg	(78,225,17,20)	0	data2/kinshi-egg/2.jpg
2	bowl	(61,110,43,40)	1	data2/kinshi-egg/2.jpg
2	frying pan	(99,89,80,99)	2	data2/kinshi-egg/2.jpg
2	knife	(39,103,22,65)	3	data2/kinshi-egg/2.jpg
2	cutting board	(17,116,51,55)	4	data2/kinshi-egg/2.jpg
2	oil bottle	(0,147,28,46)	5	data2/kinshi-egg/2.jpg
3	egg	(77,225,17,20)	0	data2/kinshi-egg/3.jpg
3	bowl	(60,108,46,43)	1	data2/kinshi-egg/3.jpg
3	frying pan	(99,89,80,99)	2	data2/kinshi-egg/3.jpg
3	knife	(38,103,23,66)	3	data2/kinshi-egg/3.jpg
3	cutting board	(18,115,51,56)	4	data2/kinshi-egg/3.jpg
3	oil bottle	(2,148,28,46)	5	data2/kinshi-egg/3.jpg
4	egg	(77,225,17,20)	0	data2/kinshi-egg/4.jpg
4	bowl	(61,110,43,40)	1	data2/kinshi-egg/4.jpg
4	frying pan	(99,89,80,99)	2	data2/kinshi-egg/4.jpg
4	knife	(39,102,24,69)	3	data2/kinshi-egg/4.jpg
4	cutting board	(15,115,51,55)	4	data2/kinshi-egg/4.jpg
4	oil bottle	(1,147,29,48)	5	data2/kinshi-egg/4.jpg
5	egg	(78,225,17,20)	0	data2/kinshi-egg/5.jpg
5	bowl	(60,108,46,43)	1	data2/kinshi-egg/5.jpg
5	frying pan	(100,89,80,100)	2	data2/kinshi-egg/5.jpg
5	knife	(38,102,23,68)	3	data2/kinshi-egg/5.jpg
5	cutting board	(17,115,51,55)	4	data2/kinshi-egg/5.jpg
5	oil bottle	(0,147,30,48)	5	data2/kinshi-egg/5.jpg
6	egg	(76,225,19,20)	0	data2/kinshi-egg/6.jpg
6	bowl	(58,108,46,43)	1	data2/kinshi-egg/6.jpg
6	frying pan	(98,90,79,98)	2	data2/kinshi-egg/6.jpg
6	knife	(39,102,24,69)	3	data2/kinshi-egg/6.jpg
6	cutting board	(18,115,51,56)	4	data2/kinshi-egg/6.jpg
6	oil bottle	(0,148,28,45)	5	data2/kinshi-egg/6.jpg
7	egg	(77,225,18,20)	0	data2/kinshi-egg/7.jpg
7	bowl	(60,108,46,43)	1	data2/kinshi-egg/7.jpg
7	frying pan	(102,90,79,98)	2	data2/kinshi-egg/7.jpg
7	knife	(38,103,23,67)	3	data2/kinshi-egg/7.jpg
7	cutting board	(17,115,51,55)	4	data2/kinshi-egg/7.jpg
7	oil bottle	(2,147,28,47)	5	data2/kinshi-egg/7.jpg
8	egg	(76,225,19,20)	0	data2/kinshi-egg/8.jpg
8	bowl	(61,109,43,41)	1	data2/kinshi-egg/8.jpg
8	frying pan	(100,90,77,95)	2	data2/kinshi-egg/8.jpg
8	knife	(39,102,24,70)	3	data2/kinshi-egg/8.jpg
8	cutting board	(18,115,51,56)	4	data2/kinshi-egg/8.jpg
8	oil bottle	(0,146,29,48)	5	data2/kinshi-egg/8.jpg
9	egg	(77,225,19,20)	0	data2/kinshi-egg/9.jpg
9	bowl	(61,109,43,41)	1	data2/kinshi-egg/9.jpg
9	frying pan	(101,90,78,97)	2	data2/kinshi-egg/9.jpg
9	knife	(38,102,23,68)	3	data2/kinshi-egg/9.jpg
9	cutting board	(15,115,52,56)	4	data2/kinshi-egg/9.jpg
9	oil bottle	(0,147,29,48)	5	data2/kinshi-egg/9.jpg
10	egg	(76,224,20,22)	0	data2/kinshi-egg/10.jpg
10	bowl	(61,111,40,37)	1	data2/kinshi-egg/10.jpg
10	frying pan	(100,90,79,98)	2	data2/kinshi-egg/10.jpg
10	knife	(39,102,24,69)	3	data2/kinshi-egg/10.jpg
10	cutting board	(18,117,49,53)	4	data2/kinshi-egg/10.jpg
10	oil bottle	(0,147,30,48)	5	data2/kinshi-egg/10.jpg
11	egg	(76,224,20,22)	0	data2/kinshi-egg/11.jpg
11	bowl	(60,110,43,40)	1	data2/kinshi-egg/11.jpg
11	frying pan	(98,90,79,98)	2	data2/kinshi-egg/11.jpg
11	knife	(38,102,23,68)	3	data2/kinshi-egg/11.jpg
11	cutting board	(17,116,50,54)	4	data2/kinshi-egg/11.jpg
11	oil bottle	(0,147,30,48)	5	data2/kinshi-egg/11.jpg
12	egg	(77,224,19,21)	0	data2/kinshi-egg/12.jpg
12	bowl	(61,110,43,40)	1	data2/kinshi-egg/12.jpg
12	frying pan	(102,90,79,98)	2	data2/kinshi-egg/12.jpg
12	knife	(39,102,24,70)	3	data2/kinshi-egg/12.jpg
12	cutting board	(18,116,51,55)	4	data2/kinshi-egg/12.jpg
12	oil bottle	(1,147,29,48)	5	data2/kinshi-egg/12.jpg
13	egg	(76,224,19,22)	0	data2/kinshi-egg/13.jpg
13	bowl	(60,108,46,43)	1	data2/kinshi-egg/13.jpg
13	frying pan	(100,90,77,95)	2	data2/kinshi-egg/13.jpg
13	knife	(38,102,23,68)	3	data2/kinshi-egg/13.jpg
